排水	drain; to drain
那儿	there
特大	especially big; most; exceptionally big
装置	device; equipment; to install; installation; equipment; system; unit; device
听讲	attend a lecture; listen to a talk; to attend a lecture; to listen to a talk
队长	team leader; captain; captain; team leader; CL:个[gè]
小组	group
等级	grade; rank; grade; rank; status
平坦	level; even; smooth; flat
齐全	complete; all ready; complete; comprehensive
将	be going to; will; would; will; shall; to use; to take; to checkmate; just a short while ago; (introduces object of main verb, used in the same way as 把[bǎ])||(bound form) a general; (literary) to command; to lead; (Chinese chess) general (on the black side, equivalent to a king in Western chess)||to desire; to invite; to request
只能	can only; obliged to do sth; to have no other choice
逃走	escape; flee; to escape; to flee; to run away
大赛	contest; grand contest
服从	Obey; to obey (an order); to comply; to defer
摆脱	cast off; to break away from; to cast off (old ideas etc); to get rid of; to break away (from); to break out (of); to free oneself from; to extricate oneself
王后	queen; queen/CL:个[gè],位[wèi]
游玩	amuse; play; stroll; playing; to amuse oneself; to have fun; to go sightseeing; to take a stroll
眼看	see; soon; in a moment; watch helplessly; soon; in a moment; to look on as sth happens
相应	to correspond; answering (one another); to agree (among the part); corresponding; relevant; appropriate; (modify) accordingly
过来	come; come over; to come over; to manage; to handle; to be able to take care of||see 過來|过来[guò lái]
讲话	speak; talk; a speech; to speak; to talk; to address; CL:个[gè]
烧	burn; cook; bake; roast; run a fever; to burn; to cook; to stew; to bake; to roast; to heat; to boil (tea, water etc); fever; to run a temperature; (coll.) to let things go to one's head
楼上	upstairs; upstairs/(Internet slang) previous poster in a forum thread
脚步	footstep; step; pace; footstep; step
开展	Develop; to launch; to develop; to unfold; (of an exhibition etc) to open
之下	under; beneath; less than
外衣	coat; jacket; outer clothing; garb; overclothes; semblance; outer clothing; semblance; appearance
常	always; ever; often; frequently; common; general; constant; surname Chang
扎实	strong; solid; sturdy; firm; practical
指头	finger; toe; finger; toe; CL:个[gè]
指标	(production) target; quota; index; indicator; sign; signpost; (computing) pointer
体育馆	stadium; gymnasium; gym; gym; gymnasium; stadium; CL:个[gè]
全家	whole family; FamilyMart (convenience store chain)
期限	term; time limit; deadline; allotted time
乌云	dark clouds; black clouds; black cloud
好久	for a long time; long; quite a while
用不着	no need; have no use for; not need; have no use for
摩擦	rub; scrape; friction; rubbing; chafing; fig. disharmony; conflict; also written 磨擦
漫长	very long; endless
色	colour; look; expression; scene; quality; color; look; appearance; sex||(coll.) color; used in 色子[shǎi zi]; CL:种[zhǒng]
总监	director; chief inspector; head; director (of an organizational unit); (police) commissioner; inspector-general; rank of local governor in Tang dynasty administration
机构	mechanism; structure; organization; agency; institution; CL:所[suǒ]
圆满	Satisfactorily; satisfactory; consummate; perfect
母子	mother and son; mother and child; mother and child; parent and subsidiary (companies); principal and interest
多样	diverse; diversity; manifold
处罚	punish; penalize; punishment; to penalize; to punish
阻碍	hinder; to obstruct; to hinder; to block; obstruction; hindrance
倡导	Advocate; to advocate; to initiate; to propose; to be a proponent of (an idea or school of thought)
实验室	laboratory; laboratory/CL:间[jiān]
迟	late; delayed; slow; late; delayed; slow; surname Chi
路上	on the road; on the way; en route
公民	citizen
暴力	violence; force; violent
喷	spout; gush; spray; sprinkle; spraying; spew; to spout; to spurt; to spray; to puff; (slang) to criticize scathingly (esp. online)||(of a smell) strong; peak season (of a crop); (classifier for the ordinal number of a crop, in the context of multiple harvests)
彩色	multicolour; colour; color; multicolored; CL:种[zhǒng]
显著	outstanding; notable; remarkable; statistically significant
交费	pay; to pay a fee
分行	Branch; branch of bank or store; subsidiary bank
音像	audiovisual; audio-video; audio and video; audiovisual
厅	office; hall; (reception) hall; living room; office; provincial government department
行程	travel; itinerary; journey; travel route; distance of travel; course (of history); stroke (of a piston); (Tw) (computing) process
主持人	host; presenter; host; anchor; TV or radio presenter
发送	send; transmit; dispatch; ship; forward; to transmit; to dispatch; to issue (an official document or credential)
打击	strike; to hit; to strike; to attack; to crack down on sth; blow; (psychological) shock; percussion (music)
不同	different; distinct; not the same; not alike
运	transport; luck; fortune; carry; move; wield; to move; to transport; to use; to apply; fortune; luck; fate
通报	circulate a notice; circular; bulletin; journal; to inform; to notify; to announce; circular; bulletin; (scientific) journal
靠谱	reliable; reasonable; probable
医药	medicine; curative; medical care and medicines; medicine (drug); medical; pharmaceutical
有人	someone; there’s someone; someone; people; anyone; there is someone there; occupied (as in restroom)
晴天	clear sky; sunny day
升学	enter a higher school; to enter the next grade school
走路	walk; to walk; to go on foot
酒	alcohol; liqueur; wine (esp. rice wine); liquor; spirits; alcoholic beverage; CL:杯[bēi],瓶[píng],罐[guàn],桶[tǒng],缸[gāng]
请坐	please have a seat; please, have a seat
刚好	just; exactly; happen to; just; exactly; to happen to be
长假	long holiday; long leave; long vacation
一下子	all of a sudden; all at once; for a while; in a short while; all at once; all of a sudden
不够	not enough; insufficient; inadequate
大多	mostly; for the most part; for the most part; many; most; the greater part; mostly
歌星	singer; singing star; singing star; famous singer
通信	communicate; correspond; to correspond (by letter etc); to communicate; communication
负担	burden; to bear (an expense, a responsibility etc)/burden
打雷	thunder; to rumble with thunder; clap of thunder
后头	back; behind; the back; the rear; later; afterwards; (in) the future
赌	gamble; bet; to bet; to gamble
特有	peculiar; characteristic; specific (to)/characteristic (of)/distinctive
流动	flow; run; mobile; to flow; to circulate; to go from place to place; to be mobile; (of assets) liquid
设想	imagine， conceive; to imagine; to assume; to envisage; tentative plan; to have consideration for
安置	put; arrange for; to find a place for; to help settle down; to arrange for; to get into bed; placement
为何	why; for what reason; why
看得见	visible; noticeable; can see; visible
拿走	take away; to take away
面向	turn in the direction of; face; turn towards; to face; to turn towards; to incline to; geared towards; catering for; -oriented; facial feature; appearance; aspect; facet
治安	law and order; public security
生成	generate; produce; to generate; to produce; to form; to be formed; to come into being; to be born with; to be blessed with
强盗	robber; bandit; to rob (with force); bandit; robber; CL:个[gè]
拨打	dial; to call; to dial
协议书	agreement; protocol; written agreement; contract; protocol
分成	divide into; separate into; to divide (into); to split a bonus; to break into; tenths; percentage allotment
内在	inherent; inner; internal; intrinsic; innate
证实	Confirm; to confirm (sth to be true)/to verify
中毒	poisoning; be poisoned; to be poisoned
泪水	tear; teardrop; teardrop; tears
存款	deposit; bank savings; to deposit money (in a bank etc); bank savings; bank deposit
黄瓜	cucumber; cuke; cucumber/CL:条[tiáo]
头脑	mind; brain; brains; mind; skull; (fig.) gist (of a matter); leader; boss
亲	dear; close; intimate; relative; parent; one's own (flesh and blood); relative; related; marriage; bride; close; intimate; in person; first-hand; in favor of; pro-; to kiss; (Internet slang) dear||parents-in-law of one's offspring
泡	bubble; steep; soak; puffed; swollen; spongy; small lake (esp. in place names); classifier for urine or feces||bubble; foam; blister; to soak; to steep; to infuse; to dawdle; to loiter; to pick up (a girl); to get off with (a sexual partner); classifier for occurrences of an action; classifier for number of infusions
正如	just as; exactly as; just as; precisely as
如	as; if; according to; as; as if; such as
旁	side; other; else; one side; other; different; lateral component of a Chinese character (such as 刂[dāo], 亻[rén] etc)
顽强	tenacious; hard to defeat
午饭	lunch; lunch/CL:份[fèn],顿[dùn],次[cì],餐[cān]
期望	Expect; to have expectations; to earnestly hope; expectation; hope
追究	Investigate; to investigate; to look into
处在	at; be in; to be situated at; to find oneself at
自学	self-study; to study on one's own
单打	singles; singles (in sports)/CL:场[chǎng]
转向	turn to; sheer off; change direction; to change direction; fig. to change one's stance||to get lost; to lose one's way
里边	inside
电子版	electronic edition; digital version
防守	Defense; to defend; to protect (against)
鸭子	duck; male prostitute (slang)
熟	ripe; cooked; familiar; skilled; cooked; ripe; mature; thoroughly cooked; done; familiar; acquainted; experienced; skilled; (of sleep etc) deep; profound
减轻	lighten; ease; alleviate; mitigate; mitigation; to lighten; to ease; to alleviate
黑暗	dark; darkness; murk; dark; darkly; darkness
团长	regimental commander; head of a delegation; regimental command; head of a delegation; group buy organizer; group-buying coordinator
男士	man; gentleman
回信	reply; write in reply; letter in reply; to reply; to write back; letter written in reply; CL:封[fēng]
啦	auxiliary word; (onom.) sound of singing, cheering etc; (phonetic); (dialect) to chat||sentence-final particle, contraction of 了啊, indicating exclamation; particle placed after each item in a list of examples
教学楼	teaching building; school building; academic building
好友	friend; close friend; pal; (social networking website) friend; CL:个[gè]
兴旺	prosperous; thriving; to prosper; to flourish
海外	overseas; abroad; overseas; abroad
网址	Internet site; website; URL; website; web address; URL
老乡	fellow-villager; fellow-townsma; fellow townsman; fellow villager; sb from the same hometown
美金	USD; dollar; US dollar/USD
前	front; forward; ahead; first; top (followed by a number); future; ago; before; former; formerly; BC (e.g. 前293年)
自在	free; comfortable; unrestrained; comfortable; at ease
力	power; force; power; force; strength; ability; strenuously; surname Li
情感	feeling; emotion; feeling; emotion; to move (emotionally)
伙	partner; partnership; meals (abbr. for 伙食[huǒ shí]); variant of 伙[huǒ]; companion; partner; group; classifier for groups of people; to combine; together
特	particular; special; exceptional; unusual; especially; very; special; unique; distinguished; especially; unusual; very; abbr. for 特克斯[tè kè sī], tex
出门	go out; to go out; to leave home; to go on a journey; away from home; (of a woman) to get married
违规	violation; get out of line; to violate the rules
慌忙	hurried; hurry; hurry-scurry; in a great rush; in a flurry
价	price; value; price; value; (chemistry) valence||great; good; middleman; servant
薯条	french fries; french fried potatoes; chips
名称	name; designation; name (of a thing)/name (of an organization)
血液	blood
孙女	son's daughter; granddaughter
战胜	defeat; conquer; to prevail over; to defeat; to surmount
车站	station; rail station; bus stop; CL:处[chù],个[gè]
绿色	green
免得	lest; so as not to; so as to avoid
就要	be going to; be about to; will; shall; to be going to
患者	patient; sufferer
用户	user; consumer; subscriber; customer
前往	go to; leave for; proceed; to leave for; to proceed towards; to go to
开花	flower; bloom; blossom; to bloom; to blossom; to flower/(fig.) to burst; to split open/(fig.) to burst with joy/(fig.) to spring up everywhere; to flourish
依次	in proper order; successively; in order; in succession
费	fee; cost; to cost; to spend; fee; wasteful; expenses; surname Fei
采购	Purchase; to procure (for an enterprise etc)/to purchase
脸色	complexion; look; color; facial expression; complexion; look
今后	from now on; in the future; hereafter; henceforth; in the future; from now on
一齐	all together; simultaneously; in unison; at the same time; simultaneously
以往	Past; in the past; formerly
清明节	Tomb-Sweeping Day; Ching Ming Festival; Qingming or Pure Brightness Festival or Tomb Sweeping Day, celebration for the dead (in early April)
搭档	to cooperate; partner
造	make; build; create; produce; to make; to build; to manufacture; to invent; to fabricate; to go to; party (in a lawsuit or legal agreement); crop; classifier for crops
依靠	rely on; depend on; to rely on sth (for support etc); to depend on
福利	welfare; material benefit; benefit in kind; (social) welfare
在场	be on the scene; be on the spot; to be present; to be on the scene
紧	tight; close; urgent; strict; tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten
求	request; beg; entreat; beseech; to seek; to look for; to request; to demand; to beseech
放下	put down; lay down; drop; to lay down; to put down; to let go of; to relinquish; to set aside; to lower (the blinds etc)
各位	everybody; all (guests, colleagues etc); all of you
看到	see; to see
景象	scene; sight; scene; sight (to behold)
一带	area; surroundings; region; district; region; area
对应	Corresponding; to correspond (to); to be equivalent to; to be a counterpart to
正义	justice; righteousness; just; righteous
模式	mode; style; mode; method; pattern
不通	be blocked up; be impassable; not make sense; be illogical; to be obstructed; to be blocked up; to be impassable; to make no sense; to be illogical
高峰	peak; summit; height
若	like; seem; as; if; to seem; like; as; if
涉及	Involve; to involve; to relate to; to concern; to touch upon
奶粉	milk powder; dried milk; powdered milk
下楼	go downstairs; come downstairs; to go downstairs
道	road; way; path; road; path (CL:条[tiáo],股[gǔ]); (bound form) way; reason; principle; (bound form) a skill; an art; a specialization; (Daoism) the Way; the Dao; to say (introducing a direct quotation, as in a novel); (bound form) to express; to extend (polite words); classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process; (old) circuit (administrative division)
隐藏	hide; hiding; conceal; put out of sight; to hide; to conceal; to mask; to shelter; to harbor (i.e. keep sth hidden); to hide oneself; to lie low; to nestle; hidden; implicit; private; covert; recessed (lighting)
药片	pill; a (medicine) pill or tablet/CL:片[piàn]
缩小	reduce; lessen; narrow; shrink; zoom out; to reduce; to decrease; to shrink
必将	will certainly; surely will; inevitably
针	needle; injection; needle; pin; injection; stitch; CL:根[gēn],支[zhī]
缘故	reason; cause
领先	keep ahead; to lead; to be in front
无法	unable; incapable; unable to; incapable of
掏	Dig; to fish out (from pocket); to scoop
照耀	Shine; to shine; to illuminate
店	shop; store; inn; old-style hotel (CL:家[jiā])/(bound form) shop; store
深入	go deep into; thorough; to penetrate deeply; thorough
开学	school opens; term begins; (of a student) to start school; (of a semester) to begin; (old) to found a school; the start of a new term
沉重	heavy; hard; serious; critical
此刻	now; at the moment; this moment; now; at present
多年	many years; for many years; longstanding
都市	metropolis; city; city; metropolis
比方	Example; analogy; instance; for instance
莫言	Mo Yan; Mo Yan (1955-), Chinese novelist, winner of 2012 Nobel Prize in Literature
礼拜	week; day of the week; religious service; to attend a religious service/(coll.) week/(coll.) Sunday
外界	outside; the outside world; external
再次	once more; once again; one more time; once more; once again
出场	come on the stage; enter the arena; (of a performer) to come onto the stage to perform/(of an athlete) to enter the arena to compete/(fig.) to enter the scene (e.g. a new product)/(of an examinee etc) to leave the venue
两岸	both sides; both coasts; cross-strait; bilateral; both shores; both sides; both coasts; Taiwan and mainland
占据	Occupy; to occupy; to hold
书房	study; study (room)/studio/CL:间[jiān]
大道	main road; avenue; main street; avenue
下降	decline; drop; decrease; fall; go down; to decline; to drop; to fall; to go down; to decrease
同期	corresponding time period; the same period; the corresponding time period (in a different year etc); concurrent; synchronous
眼里	within one’s vision; in one’s eyes; 
被迫	be compelled; be forced; be constrained; to be compelled; to be forced
枝	branch; classifier for sticks, rods, pencils etc
路人甲	a passerby/ an unimportant person; ordinary person A; generic person; some random person
手里	in one’s hands; in hand/(a situation is) in sb's hands
赶到	arrived; get to; to hurry (to some place)
法语	French language; French (language)
戏	play; sport; joke; make fun of; drama; play; trick; drama; play; show; CL:出[chū],场[chǎng],台[tái]
延伸	extend; to extend; to spread
中餐	Chinese food; lunch/Chinese meal; Chinese food/CL:份[fèn],顿[dùn]
做法	practice; behavior; way of doing a thing; way of handling sth; method for making; work method; recipe; practice; CL:个[gè]
街头	street
野	open space; field; wild; uncultivated; rude; rough; out of office; field; plain; open space; limit; boundary; rude; feral
亏	deficit; deficiency; luckily; deficiency; deficit; luckily; it's lucky that...; (often ironically) fancy that...
道教	Taoism; Taoism/Daoism (Chinese system of beliefs)
扑	Flutter; to throw oneself at; to pounce on; to devote one's energies; to flap; to flutter; to dab; to pat; to bend over
雨水	rainwater; rainfall; rain; rainwater; rainfall; rain; Yushui or Rain Water, 2nd of the 24 solar terms 二十四節氣|二十四节气 19th February-5th March
带来	bring; to bring/(fig.) to bring about; to produce
调研	research; investigation; to investigate and research; research; investigation
教学	teach; to teach (as a professor)||teaching; instruction; CL:次[cì]
落实	put into effect; practical; workable; to implement; to carry out; to decide
最终	final; ultimate; final; ultimate
时光	time; era; period of time
此致	regards; sincerely; with the best wishes; (used at the end of a letter to introduce a polite salutation)
地名	place name; toponym
代表团	delegation; mission; deputation; delegation/CL:个[gè]
一番	some; one time; 
大都	for the most part; mostly; on the whole; on the whole; metropolitan; Dadu, capital of China during the Yuan Dynasty (1280-1368), modern day Beijing||for the most part
开关	switch; power switch; power switch; gas valve; to open the city (or frontier) gate; to open and close; to switch on and off
配备	Equipment; to allocate; to provide; to outfit with
得出	obtain results; reach conclusion; to obtain (a result); to arrive at (a conclusion)
往后	from now on; later; in the future; backward; from now on; in the future; time to come
专用	special; dedicated; special; dedicated
剧场	theater; theater/CL:个[gè]
佛	Buddha; Buddhism; variant of 佛[fú]; Buddha; Buddhism (abbr. for 佛陀[fó tuó])||seemingly||(female) head ornament
拔	pluck; pull out; draw; select; choose; extract; to pull up; to pull out; to draw out by suction; to select; to pick; to stand out (above level); to surpass; to seize
动	move; (of sth) to move; to set in movement; to displace; to touch; to make use of; to stir (emotions); to alter; abbr. for 動詞|动词[dòng cí], verb
酒鬼	drunkard
这样	so; such; like this; this way; this kind of; so; this way; like this; such
无关	have nothing to do; unrelated; irrelevant; unrelated; having nothing to do (with sth else)
于	(preposition); to go; to take; sentence-final interrogative particle; variant of 于[yú]; (of time or place) in; at; on; (indicating any indirect relation) to; toward; vis-à-vis; with regard to; for; (indicating a source) from; out of; (used in comparison) than; (used in the passive voice) by; surname Yu
等到	wait until; by the time; to wait until; by the time when (sth is ready etc)
岁月	years; time
加工	machining; to process; processing; working (of machinery)
管	control; be in charge of; manage; run; to take care (of); to control; to manage; to be in charge of; to look after; to run; to care about; tube; pipe; woodwind; classifier for tube-shaped objects; particle similar to 把[bǎ] in 管...叫 constructions; writing brush; (coll.) to; towards; surname Guan
答	answer; reply; respond; return; bound form having the same meaning as the free word 答[dá], used in 答應|答应[dā ying], 答理[dā li] etc||to answer; to reply; to respond
级	level; rank; grade; degree; step; level; grade; rank; step (of stairs); classifier: step, level; CL:个[gè]
大街	avenue; street; main street; street; main street; CL:条[tiáo]
午睡	nap; to take a nap; siesta
回应	response; respond; to respond; response
金	gold; chemical element Au; generic term for lustrous and ductile metals; money; golden; highly respected; one of the eight categories of ancient musical instruments 八音[bā yīn]; surname Jin; surname Kim (Korean); Jurchen Jin dynasty (1115-1234)
古	ancient; old; ancient; old; paleo-; surname Gu
病房	ward of a hospital; sickroom; ward (of a hospital)/sickroom/CL:间[jiān]
忽略	ignore; to neglect; to overlook; to ignore
聘请	hire; engage; invite; to engage; to hire (a lawyer etc)
遭到	suffer; suffered; meet with; to suffer; to meet with (sth unfortunate)
预计	expected; estimate; to forecast; to predict; to estimate
技能	technical ability; skill; technical ability; skill
球场	court; field; stadium; sports ground; court; pitch; field; golf course; CL:个[gè],处[chù]
收听	listen to; listen in; to listen to (a radio broadcast)
收购	purchase; acquisition; buy; to buy; to purchase; to procure
投	throw; fling; hurl; cast; drop; put in; send; go to; to throw (sth in a specific direction: ball, javelin, grenade etc)/to cast (a ballot)/to cast (a glance, a shadow etc)/to put in (money for investment, a coin to operate a slot machine)/to send (a letter, a manuscript etc)/to throw oneself into (a river, a well etc to commit suicide)/to go to; to seek refuge; to place oneself into the hands of/(coll.) to rinse (clothes) in water
艺人	actor; artist; artisan; handicraftsman; performing artist; actor
商场	mall; shopping mall; shopping mall; shopping center; department store; emporium; the business world; CL:家[jiā]
打包	Pack; to wrap; to pack; to put leftovers in a doggy bag for take-out; (computing) to package (i.e. create an archive file)
出院	discharged; leave hospital; to leave hospital; to be discharged from hospital
沙子	sand; grit; sand; grit; CL:粒[lì],把[bǎ]
扣	to fasten; to button; button; buckle; knot; to arrest; to confiscate; to deduct (money); discount; to knock; to smash, spike or dunk (a ball); to cover (with a bowl etc); (fig.) to tag a label on sb; (Tw) (loanword) code; button
母	mother; female; mother; elderly female relative; origin; source; (of animals) female
太空	Space; outer space
途径	way; means; channel
对立	Opposition; to oppose; to set sth against; to be antagonistic to; antithetical; relative opposite; opposing; diametrical
远方	distance; far away; a distant location
当初	Original; at that time; originally
蓝色	blue; blue (color)
制成	make into; be made from; to manufacture; to turn out (a product)
公告	Notice; post; announcement
面前	in front of; before; in front of; facing; (in the) presence (of)
上周	last week
球拍	racket; racquet; racket
往年	in previous years; in former years; in former years; in previous years
融合	fuse; merge; mix; a mixture; an amalgam; fusion; welding together; to be in harmony with (nature); to harmonize with; to fit in
睡眠	sleep; slumber; sleep; to sleep; (computing) to enter sleep mode
织	knit; weave; to weave
线路	line; route; circuit; (electricity) line; circuit; wire/(traffic) road; track; route
灾区	disaster area; stricken region
端	end; extremity; item; port; to hold sth level with both hands; to carry; regular
进入	enter; go in; join; to enter; to join; to go into
四处	around; all over the place; in all directions; all over the place; everywhere and all directions
脸盆	washbasin; washbowl; basin for washing hands and face; CL:个[gè]
总体	overall; total; entire; totality; completely; totally; total; entire; overall; population (statistics)
回来	come back; return; to return; to come back
信念	faith; belief; conviction
乘客	passenger
胆	courage; gut; bravery; gallbladder; gall bladder; courage; guts; gall; inner container (e.g. bladder of a football, inner container of a thermos)
辈	generation; lifetime; lifetime; generation; group of people; class; classifier for generations; (literary) classifier for people
名义	name; titular; name; titular; nominal; in name; ostensible purpose
外汇	foreign exchange; foreign currency; foreign (currency) exchange
大米	rice; (husked) rice
视为	treat; regard as; to view as; to see as; to consider to be; to deem
咱	we; us; see 咱[zán]||I or me; we (including both the speaker and the person spoken to)
儿女	sons and daughters; children; children; sons and daughters; a young man and a young woman (in love)
模范	model; fine example
得到	get; to get; to obtain; to receive
关机	shutdown; to turn off (a machine or device)/to finish shooting a film
酸奶	yogurt
股东	shareholder; stockholder
一生	lifetime; all one’s life; all one's life; throughout one's life
上帝	God
消灭	eliminate; to put an end to; to annihilate; to cause to perish; to perish; annihilation (in quantum field theory)
沉	sink; keep down; lower; deep; profound; heavy; to submerge; to immerse; to sink; to keep down; to lower; to drop; deep; profound; heavy
本事	source material; original story||ability; skill
左	left; the Left (politics); east; unorthodox; queer; wrong; differing; opposite; variant of 佐[zuǒ]; surname Zuo
特性	characteristic; property; feature; peculiarity; quality; property; characteristic
丧失	lose; to lose; to forfeit
同	same; similar; alike; like; together; like; same; similar; together; alike; with||see 衚衕|胡同[hú tòng]
巴士	bus; bus (loanword)/motor coach
棉	generic term for cotton or kapok; cotton; padded or quilted with cotton
企图	to attempt; to try; attempt; CL:种[zhǒng]
顾问	adviser; consultant
半决赛	semifinal; semifinals
派出	send; dispatch; to send; to dispatch
年底	end of the year; the end of the year; year-end
罪	sin; crime; guilt; fault; blame; guilt; crime; fault; blame; sin
岗位	post; a post; a job
实惠	substantial; tangible benefit; material advantages; cheap; economical; advantageous (deal); substantial (discount)
祝愿	wish; to wish
交警	traffic police; traffic police (abbr. for 交通警察[jiāo tōng jǐng chá])
送行	see off; give a send-off party; to see someone off; to throw someone a send-off party
侄子	brother's son; nephew
下课	finish class; to finish class; to get out of class; (fig.) (esp. of a sports coach) to be dismissed; to be fired
改装	repack; refit; reequip; to change one's costume; to repackage; to remodel; to refit; to modify; to convert
梅花	plum blossom; plum flower; plum blossom; clubs ♣ (a suit in card games); wintersweet (dialect)
刮	scratch; shave; fleece; extort; blow; shaving; to scrape; to blow; to shave; to plunder; to extort; to blow (of the wind)
报警	call the police; to sound an alarm; to report sth to the police
心中	in the heart; at heart; in mind; central point; in one's thoughts; in one's heart
高等	higher; advanced; high; of a higher level; high-level; higher (animals, education etc); advanced (math etc)
人数	number of people
列入	included in; to include on a list
交给	hand over; to give; to deliver; to hand over
外币	foreign currency
来历	history; antecedents; origin
阴谋	conspiracy; to conspire; to plot; a conspiracy; a plot
权	power; authority; right; tentatively; authority; power; right; (literary) to weigh; expedient; temporary; surname Quan
差异	difference; divergence; discrepancy; diversity; difference; discrepancy
外文	foreign language; foreign language (written)
剪子	scissors; shears; clippers; clippers; scissors; shears; CL:把[bǎ]
普及	to spread extensively; to generalize; widespread; popular; universal; ubiquitous; pervasive
早期	early phase; early stage; early period; early phase; early stage
深处	deep; depths; recess; profundity; abyss; depths; deepest or most distant part
避	avoid; evade; dodge; keep away; repel; to avoid; to shun; to flee; to escape; to keep away from; to leave; to hide from
潮流	tide; current; trend
跟前	In front of; the front (of); (in) front; (in) sb's presence; just before (a date)||(of children, parents etc) at one's side; living with one
典礼	ceremony; celebration
牙刷	toothbrush; toothbrush/CL:把[bǎ]
医学	medical science; medicine; medicine; medical science; study of medicine
简介	brief introduction; synopsis; summary; summary; brief introduction
茄子	eggplant; eggplant (Solanum melongena L.); aubergine; brinjal; phonetic "cheese" (when being photographed); equivalent of "say cheese"; Guinea squash
被动	passive
保守	conservative; to guard; to keep
顺	along; with; obey; yield to; listen to; incidentally; in passin; to obey; to follow; to arrange; to make reasonable; along; favorable
用得着	useful; need; to be able to use; useable; to have a use for/(in a question) to be necessary to
政党	political party; political party/CL:个[gè]
推动	promote; push forward; give impetus to; to push (e.g. for acceptance of a plan); to promote; to give impetus to
发射	launch; to shoot (a projectile); to fire (a rocket); to launch; to emit (a particle); to discharge; emanation; emission
部长	minister; head of a department; head of a (government etc) department; section chief; section head; secretary; minister; CL:个[gè],位[wèi],名[míng]
当选	be elected; come in; to be elected; to be selected
是不是	isn’t it?; is or isn't; yes or no; whether or not
拼	spell; go all out; join together; spelling; to piece together; to join together; to stake all; adventurous; at the risk of one's life; to spell
底下	under; below; beneath; the location below sth; afterwards
再说	besides; put off until some time later; say; to say again; to put off a discussion until later; moreover; what's more; besides
轮椅	wheelchair
歌词	lyric; lyrics; libretto; song lyric; lyrics
双手	both hands; pair of hands; both hands
抓住	catch; catch hold of; grip; capture; to grab hold of; to capture
账	account; debt; account; bill; debt; CL:本[běn],笔[bǐ]
收到	receive; obtain; to receive
华语	the Chinese language; Chinese; Chinese language
牢	fold; pen; prison; jail; durable; firm; sturdy; fold (for animals); sacrifice; prison
上线	to launch online; to go online; to put sth online
靠近	near; close to; by; to be close to; to approach; to draw near
杆	pole; staff; pole; pole; lever; classifier for long objects such as guns; CL:条[tiáo],根[gēn]||stick
来往	contact; dealing; intercourse; come and go; to come and go; to have dealings with; to be in relation with
应急	meet an urgent need; meet an emergency; meet a contingency; to respond to an emergency; to meet a contingency; (attributive) emergency
争夺	Fight for; to fight over; to contest; to vie over
同一	same; identical; identical; the same
决不	never; not at all; definitely not; not at all; simply (can) not
发动	Launch; to start; to launch; to unleash; to mobilize; to arouse
右	right; (bound form) right; right-hand side/(bound form) (politics) right of center/(bound form) (old) west/(literary) the right side as the side of precedence
支撑	to prop up; to support; strut; brace
认得	know; recognize; to recognize; to remember sth (or sb) on seeing it; to know
整天	all day long; whole day
剑	sword; double-edged sword; classifier for blows of a sword; CL:口[kǒu],把[bǎ]
变动	change; alteration; variation; to change; to fluctuate; change; fluctuation
请客	stand treat; entertain; to give a dinner party; to entertain guests; to invite to dinner
气体	gas; gas (i.e. gaseous substance)
山峰	mountain peak; (mountain) peak
慌	panic; flurried; confused; flustered; awfully; to get panicky; to lose one's head/(coll.) (after 得[dé]) unbearably; terribly
播	broadcast; spread; seed; sow; move about; to sow; to scatter; to spread; to broadcast
股	thigh; portion; share; strand; thigh; part of a whole; portion of a sum; (stock) share; strand of a thread; low-level administrative unit, translated as "section" or "department" etc, ranked below 科[kē]; classifier for long winding things like ropes, rivers etc; classifier for smoke, smells etc: thread, puff, whiff; classifier for bands of people, gangs etc; classifier for sudden forceful actions
早饭	breakfast; breakfast/CL:份[fèn],顿[dùn],次[cì],餐[cān]
山区	mountain area; mountain area/CL:个[gè]
影迷	movie fan; film fan; film enthusiast; movie fan; CL:个[gè]
点头	nod; to nod
突破	Breach; to break through; to make a breakthrough; to surmount (an obstacle); (sports) to break through the opponent's defense
车牌	licence plate; plate number; license plate
一块儿	one block; one piece; one (unit of money); together; in the same place; in company
故乡	Hometown; home; homeland; native place; CL:个[gè]
外地	other places; nonlocal; parts of the country other than where one is
牌	brand; cards; plate; tablet; mahjong tile; playing card; game pieces; signboard; plate; tablet; medal; CL:片[piàn],个[gè],块[kuài]
加热	heat; heating; calefaction; to heat
债	debt; loan; owing; debt/CL:笔[bǐ]
院子	courtyard; yard; courtyard; garden; yard; patio; (old) servant; CL:个[gè]
踢	kick; to kick; to play (e.g. soccer); (slang) butch (in a lesbian relationship)
花费	spend; expend; cost; spending; expense; cost; to spend (time or money); expenditure
平方米	square metre; square meter
演奏	Play; to perform on a musical instrument
办学	run a school; to run a school
回收	recovery; to recycle; to reclaim; to retrieve; to recover; to recall (a defective product)
里面	inside; interior; inside; interior
狠	ruthless; relentless; firm; resolute; suppress; harden; ruthless; fierce; ferocious; determined; resolute; to harden (one's heart); old variant of 很[hěn]
得以	be able to; able to; so that sb can; enabling; in order to; finally in a position to; with sth in view
领袖	leader
